row ID,row m/z,row retention time,211126_PMA_MAPP_1_12_01.mzXML Peak area,211126_PMA_MAPP_1_12_02.mzXML Peak area,211126_PMA_MAPP_1_12_03.mzXML Peak area,211126_PMA_MAPP_1_12_04.mzXML Peak area,211126_PMA_MAPP_1_12_05.mzXML Peak area,211126_PMA_MAPP_1_12_06.mzXML Peak area,211126_PMA_MAPP_1_12_07.mzXML Peak area,211126_PMA_MAPP_1_12_08.mzXML Peak area,211126_PMA_MAPP_1_12_09.mzXML Peak area,211126_PMA_MAPP_1_12_QC_03.mzXML Peak area,211126_PMA_MAPP_1_12_QC_04.mzXML Peak area,211126_PMA_MAPP_1_12_QC_05.mzXML Peak area,Unnamed: 15
1448,409.2082089510831,0.9721666666666668,1007189.3654843752,1573463.6689687504,629516.5897158203,433596.1965908203,299468.51190527325,350804.68778747536,469591.10415918,2206448.9400351574,0.0,3900166.247031255,4985658.540390621,4430931.684179685,
9361,429.3072482022372,1.8411,379493.41415673797,503553.4356201167,420959.9991083982,159917.4147434083,129207.43026171876,53049.05953515624,113597.72830249034,194607.28166113282,0.0,261931.781607422,302704.4949467771,781128.1065722648,
871,447.1283503941127,2.291383333333333,1879407.8870937503,0.0,0.0,0.0,6261.854332885796,1664.031388671861,0.0,13414.189192138709,0.0,156917.95117871047,163537.92523950175,448570.15340380865,
1592,333.2635095769709,2.6942772727272732,1185756.9702617172,474515.08020898467,820793.8150283211,876171.6712304684,520114.9097158206,37653.452826416076,226437.09671679648,798299.9891416025,0.0,513757.86832714884,536323.2091474612,889522.6983066405,
5020,513.8056674533419,2.041701851851852,18482.454530273422,246901.3267568359,110446.6297309574,0.0,25207.68855615215,0.0,6400.806106689408,0.0,29747.380025879032,57073.98217041025,62961.353887695135,186991.24048828086,
1593,468.3085091330788,4.148390909090908,709555.4893652288,473677.88874609396,151261.5908452133,302436.6078427715,1108802.1587929595,72254.38041430642,1068806.350224611,818007.0454296814,0.0,879227.8691562493,809898.8531494125,757340.6560351558,
3214,462.41545232137037,6.774850000000002,690116.0208769514,3791079.125074176,1155174.4803671795,550362.235072265,499370.66551367077,402013.6832363284,571750.0088203087,874081.4323808611,421292.50086718646,1726948.5153046919,1113014.898917958,738577.7321582008,
6808,291.15659332275385,3.5032099999999997,5255.9678232421775,8887.040502685582,12222.368845214869,609983.7475908195,2830.8408896484584,0.0,2656.108243652273,9743.872326415978,0.0,60792.412298827854,79861.38657568344,121305.8032851561,
1450,494.3603528340658,6.215436111111112,1112667.74356543,5494379.6719961,443621.1273696288,657978.8655742197,1111699.1159179641,421649.9791132825,1161069.8631953136,2690249.677316409,37257.865878661854,5831190.072653319,4560451.319898434,4150792.217429694,
5163,665.4196690150669,2.267523809523809,0.0,199818.1751171877,49036.99142114297,0.0,9851.75333459473,0.0,0.0,0.0,11268.291259033196,35830.57108886748,47728.13871777358,112750.02246093695,
2181,463.290302623402,2.0331469696969697,504327.7931874996,37128.117390625,151979.84180664082,157671.63384667895,135582.52733593746,36030.287881347875,80043.76830102531,277603.1548222673,0.0,92076.27662890643,122454.09935205105,305305.9504726564,
1594,438.34282048543287,5.0757555555555545,714827.3222558602,522425.47431445273,1862786.5891015646,433623.9390917955,567623.2926093711,52052.140562500215,315396.43112206965,264198.12294140627,419566.8693261717,644146.2434746149,510654.71253613406,479896.4189355504,
4420,429.2404683430989,6.885516666666665,634467.4089614177,814163.5142216751,998030.1119023422,1039398.4228261721,878831.8512646465,830022.900296882,734939.6526015595,993440.8760595692,968350.0338222659,832405.7346308612,1030111.8840156264,403707.2947509775,
3216,253.1181675304066,0.4621181818181819,2536458.6678671874,6689542.448281247,14060029.420203125,6601873.763597656,821372.6080292971,993791.7600283205,3449630.0447421875,1861375.8005039059,0.0,8279462.289464845,9751467.70478906,9574795.689039065,
874,760.4631169637046,4.906668055555556,2379178.841931644,3087182.0611288967,2344244.868990225,2245522.7939843764,2466478.864902347,1154803.934828124,2442018.646753901,2441605.498126955,2303409.65280273,3029957.529312512,2483404.25310157,2411266.2299375045,
1596,641.2686850807884,3.98695,725092.7125390655,260471.8448735345,362781.4920439453,460668.18611132423,656906.5177656279,163172.45758959922,112565.96762597756,555396.0541191413,0.0,514324.0855546879,427175.243477539,577349.7133203135,
6810,380.2179537686433,1.6184742424242424,972057.4919638672,960266.4971816392,817456.7233525376,1091921.6269892573,1066846.9319374985,235945.11932568342,761163.5979707037,1220680.078638669,0.0,1825627.2541601541,906886.8240644523,2540371.366554687,
876,477.3583068847656,5.782973611111112,1789042.9088750014,3733477.211251947,8344375.624484372,1227678.3165957036,1457478.3742187503,389313.4772739263,824696.6599179672,1016067.0278671876,1087578.1035576141,1763872.527621087,1995043.4597929744,1691747.5556787094,
877,241.20359293619788,2.1594611111111117,1484327.1864394504,633073.3599931622,775240.063378906,656060.8405390611,558940.3829765597,833423.5197978505,665740.2295605463,603730.8902861314,2785684.7832265664,648708.6930195282,648660.7403750004,1609497.5265820269,
878,678.3928858439127,1.8954597222222225,1267506.5629296866,32162.402222412118,1030808.343652342,956593.7754531256,218582.93481445304,427651.8964140626,1183190.959199219,492535.75573828135,1719.523943115247,202355.46102148446,271172.70809765643,1702452.2589687512,
879,386.3993225097656,5.8017458333333325,1809810.5057519525,1342462.7015693332,1645716.2779804652,1670515.3693242157,1896334.671953124,1643852.144238284,1579572.7405644518,1847585.50134668,1749108.1576581958,1800637.872945314,1851553.7800673868,1452694.820650386,
1454,412.2193714488636,1.1197318181818183,676862.9462871089,169710.79485058592,667430.4415600593,392697.8001445323,432354.73671679647,250444.71522314468,1261147.0006601587,1040958.8500400392,0.0,1705848.9486718716,908799.5558349612,2555169.395343753,
880,432.2803230285645,1.2648333333333337,1322478.8367734395,22229973.903117206,7894501.701910159,645655.2000761728,1232714.1177148423,206848.581016846,617242.5879003904,459390.19678955135,1087689.738884764,16769150.96381248,6041747.786050783,17622437.018078092,
4422,621.3935394287108,2.212240277777778,71693.65177246089,458218.4242480482,123841.19773730509,14326.755209472478,31271.146876464903,1864.798787353523,8538.49385974115,7051.264428710977,29042.354995849484,112883.08837255811,144079.21643701135,289488.4137207035,
1597,383.10133209228513,1.740675,1001544.8520927741,2211748.298576173,0.0,559219.1247612304,195024.8550444338,1176507.1462285155,720107.2537172851,670340.644367188,0.0,812903.7775908207,835077.7870761717,3075634.8555937517,
2185,267.13396939364344,0.5418575757575759,481002.275234375,4553007.470109373,3593516.5778964837,2442937.437171876,420428.17305175774,276974.4742294922,415101.8007768554,659139.4742695314,0.0,2435538.148632814,2392538.30314844,2755596.0017031245,
6811,269.1738878885905,3.2876958333333337,13986.866563720725,58602.73284228495,101051.22891015654,689761.5542539045,54833.24205126947,19652.997887084894,46450.93940478494,30679.674373535112,33629.254269042984,116756.4569794924,109815.8735717774,148898.28350781268,
8011,462.3059262362394,2.956448484848485,34569.55812890623,7028.844900390555,37581.16723413092,12253.842931884685,25117.36387548808,3521.0963441161953,8368.092762451139,833883.8143164063,0.0,119488.66690039096,137122.00271313448,204601.60633935576,
882,375.2238117564808,0.4725969696969697,2262732.930470703,4823295.793679686,18456520.456515625,6669521.2517734375,882165.3392929684,1592644.8315351564,2569736.3638027343,3526422.244347655,0.0,5357080.661746096,6387352.74132422,6579486.318289063,
1458,554.2942588112571,1.9962515151515157,539799.2603134762,64147.7978317871,223560.76008593716,497007.8883203131,215317.29010058648,83571.7339825439,223586.18089648453,25710.53872729474,0.0,151344.91101245134,160300.41794531225,555278.4775781245,
5613,293.66551208496094,1.1131,1984996.482450197,630764.0996503899,1630047.313199221,2119561.4898320343,911899.415714843,453692.8236445318,2565699.422748051,972926.0904697262,0.0,5444428.73971093,3208653.316253906,6337273.828316415,
2187,395.22032165527344,6.345004166666667,726267.41383692,477566.288701175,568754.1760996106,757635.2994101561,1085460.4484609424,811393.9507480441,814223.4489589812,762483.1801562486,837209.4655097652,1055122.7622148357,1217691.2251679674,1173330.6311015647,
3221,305.1724229292436,0.7447272727272728,644270.5953593748,2677105.170187501,44847.581595703145,144708.50158789047,59575.05439062502,16535.268805664055,49965.794667480615,396793.4295361333,0.0,1363235.9579843755,1846573.359390624,1729986.3473437494,
885,1097.6944691051137,6.438068181818181,1608570.08341211,9396886.646585917,1516183.6289140596,2081183.25670314,616486.5679658189,54089.694573242,1549231.471930666,10501.05041748047,0.0,4488803.273370126,2110547.685878907,1886374.351671885,
8013,395.3311309814453,5.90330909090909,144140.65078515635,521886.3552587903,106694.48375830047,200973.74384619246,108396.88024218752,46771.64440625002,126328.30057714932,717866.0373632803,0.0,499301.95087695203,383930.9960781233,252350.60170263692,
1460,410.1914395419034,1.0167621212121214,516432.9659140637,305645.87816162105,475855.1524838872,202137.5234291992,213194.81109814468,274957.60987597704,479127.33845410217,1600783.0506562497,0.0,2015319.1204628889,2492317.452617186,2664413.9987714924,
2189,558.3849232991537,3.676211111111112,412252.5386796867,5457608.119292961,2908703.927767576,165663.59005761743,452749.6538991702,10964.328345458933,224342.70657617121,140357.04903906287,250693.56907959012,2998095.937515624,3136658.7132675764,4020627.312972664,
6368,417.2106448086825,0.4822303030303031,598431.3772211918,1487448.1367617187,292542.6384902348,1704695.601197265,448596.95378955064,414076.0717736815,1882100.687726562,394071.6104091797,0.0,1806458.46146875,2161120.9864101573,1942415.626125977,
1601,617.2692122025924,3.941321212121213,816415.6373496094,157713.38125390673,217091.641419922,270106.97459472716,146469.81432763714,9425.788525390573,10518.225280761579,199567.47013720698,0.0,382862.20133203006,253020.56364160124,334609.6517138676,
1461,326.22667121887207,2.1656541666666658,768335.8132246081,225540.04943896388,0.0,20050.295226074242,1558.3587220458485,0.0,0.0,125225.74420800671,0.0,127831.0241870112,157663.68152392612,338222.9701562489,
1602,444.33222707112634,4.778723611111111,677424.9075058586,529240.531656252,391764.2755566404,596687.7208906203,1939159.3284238297,474984.1731611264,895056.2551386707,597836.3767167968,829863.1904882839,803097.3303222636,749768.9197460898,689863.8669648453,
8014,834.6019092906605,2.5533606060606058,878171.1483828174,160747.39446972648,695037.036970702,373395.32494531205,219108.83115429684,91417.48083300762,256927.76706054626,537364.3152949215,0.0,198014.6653447256,207981.57087695293,659178.543902344,
888,473.3450584411621,5.338987500000001,2008798.6019082025,4618395.24847854,6358291.623820287,1071066.0290058565,1809302.3076787116,599385.4703076171,1052012.6372519557,1390839.6032709999,1518555.1276953097,2045311.919320315,1896381.7745117238,2093422.2126308563,
8015,490.2903775301847,5.081075757575758,161896.04953124965,367242.4196250009,77465.5133952647,152039.1799155282,148441.5516074202,38651.751328124825,297134.9511904277,626234.9502558609,0.0,548047.6982871118,394968.90339062654,379448.2782792992,
889,579.31953125,1.4459866666666668,1277073.6069999991,3704766.236337888,0.0,252708.5153505863,247815.2442685545,89024.4433377686,238707.99438623048,1078902.16791797,0.0,3415634.7708652313,1408436.8729453096,3730129.6785312537,
2192,1233.505820534446,1.5295696969696968,323330.8396992181,177551.56658984305,1443863.368279295,516366.2420156247,210548.78418164066,119126.8829511716,114725.39073339856,275328.4643925777,0.0,667168.8529433602,305418.7116406257,762446.9767753895,
1604,283.1288507634943,0.4978378787878789,681402.3673671879,2916461.2484843736,7964795.845878904,3668140.688023437,436830.53058740275,649030.9065761722,1958006.6785234376,1678185.4319257818,0.0,3431537.362609373,4011784.3909570286,3943521.5019062525,
891,390.3577880859375,4.589920833333333,1488542.4450820412,3464029.8425507713,5315456.354456997,858069.1922578106,1517488.3681015617,225848.16061181665,783414.9216914041,1016498.2464101564,1239005.5328496154,2377441.5850663967,1956339.21788868,2403958.7026484204,
8016,660.3520278930664,4.116704166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652090.0462460985,0.0,50366.04546484401,57410.91009472705,62060.190911621175,
892,675.5444086248225,8.435275757575756,912455.5291445426,3227487.47427358,845405.5295898464,796643.4633569056,728354.1083632831,122604.56329101956,376349.3037334028,2642184.8045000774,0.0,1008747.9279746164,1250235.7090878491,1743818.4617441376,
4430,349.1203308105469,5.707863333333334,0.0,496722.8098183557,0.0,0.0,667921.1264169959,0.0,0.0,0.0,0.0,406984.4139692432,208429.65742968844,220731.04213769492,
893,368.6980882124468,1.0461424242424242,1068940.488759764,325577.16052343714,2080357.1602910168,591196.9939355459,917596.8455703113,252533.5108085941,3036089.3753788997,2609943.1887968723,0.0,3778136.562691392,4880376.984742187,5243770.356734365,
1464,412.2234635786577,1.898615151515152,884987.010822265,229774.65623242193,222566.1135769039,275824.8208945309,427514.62031249946,81189.01011743152,269495.8098942873,334641.81434375,0.0,260604.1558691409,283305.70370874053,658256.6792011715,
6979,598.4211902618407,6.13668125,0.0,0.0,0.0,357966.4274765622,82661.93074267631,37325.984014159985,580669.0436894508,925196.0140273387,0.0,249131.30334423788,286494.03345165943,234992.2030258789,
895,518.2594992897727,1.0183045454545454,950803.2358085945,193004.7234365232,891570.113249999,627380.3120742177,274309.55114062584,270824.1906132818,354747.910181641,550021.4861367192,0.0,1791061.045492187,1696170.4099687506,471035.31085937424,
1465,583.0760167439779,6.309584722222222,723983.0096464836,596888.1589999992,450052.7371533183,225131.7265917949,98715.77224218742,64875.45254492241,146579.69598632745,269647.32458007685,84010.18406738322,212673.69476953198,209545.50763476512,234485.43526953156,
1466,483.37677256266284,7.060723611111113,837234.6966054668,1863200.059199232,1207531.4668632802,900736.3836386752,901677.9974804736,788647.7077207052,1082095.1870781276,1125500.7968671923,809409.7216503889,1172198.186552734,1074992.9578574223,766557.3725976567,
3225,361.208779074929,0.6079742424242425,453403.3313222649,4924897.771609375,3694452.0982890613,1873181.5628828132,241638.6342641605,195216.70135791032,194475.52448437485,742972.970710938,0.0,2606570.0696484367,2894129.2011445286,2444598.797625,
1606,332.2431148952908,3.4116222222222223,853644.7206455094,274299.878692871,1405445.9044091816,0.0,5602.358229004007,0.0,8493.91491064458,215036.9256997061,0.0,395271.1549780264,377756.1553481452,487252.1849472653,
9230,280.1944100516183,0.8146190476190476,80577.44536474603,1563127.543058592,0.0,0.0,11826.438304687446,0.0,2749.620990478521,0.0,0.0,1776557.8401054682,1897550.104523436,1704790.68901953,
896,309.8132116144354,2.14184696969697,1290281.914843752,7999.5678769532105,77265.84982958998,339428.3520468751,209172.00914037923,33758.714589355266,266619.5516796871,51530.99132788082,0.0,161342.87175634812,168429.75419067426,454916.5612695315,
5620,357.28007443745935,4.091609722222223,68758.25035815392,105231.76369116266,1916838.3761582016,464201.8928291021,185233.44081689435,19971.322325683454,193041.53011596683,143697.3426716307,10750.315838378985,138608.50884033114,146367.2929899901,157427.49019872936,
4433,253.21594047546387,2.917818055555556,693978.4059628913,1004138.4859863288,1699171.3806249998,2847378.876773439,4032778.4901816463,162706.27257958998,1540479.520958983,2376227.0639257818,87626.62743237325,1711557.1784980472,1889597.6499746046,2774971.1293330058,
1467,457.22829367897725,2.6948621212121213,687075.7231601549,39790.930520507834,227769.23902734372,280777.6484755851,167268.30704907278,16136.168341552906,173275.56097509767,24922.105561035307,0.0,113561.43768481465,99388.17394995106,283164.2573496107,
9231,394.2341572154652,1.3082560606060607,701608.6181289047,409340.9160214841,514515.1565000004,715932.291285153,391032.4537236325,171526.08474218732,418881.2296972651,893370.4910781229,0.0,1267402.3086015643,472069.1449257807,1732867.8535546863,
1608,558.4030227661133,5.480594444444446,1027788.9690312472,2962448.2392089684,5103969.785468749,626656.6932744143,739275.9540322254,119830.22798413078,321171.05605078174,476305.48514843977,646302.8160527354,1061517.416561523,790906.3379218747,964822.2039316415,
897,394.210732199929,0.8436636363636364,1357477.2851601564,2066756.8235898442,154320.5598276368,637622.5532500003,121475.84553149425,26135.744792480484,257055.08975000016,278630.9948085939,0.0,4936844.409937495,4943664.699605471,4417760.186552734,
1468,827.192568692294,2.5626560606060607,149317.99080664114,45447.56816430678,606656.6576542971,163659.14468359362,106798.973635254,28351.306475341742,606559.0022382818,123447.17075976556,0.0,81974.19401611303,101182.82087402321,130791.0444536133,
5177,393.7218752774325,1.5113696969696968,194681.83101562376,78701.68320605445,194964.69040234367,116087.14654101653,93860.47538867207,51451.48842382809,257267.6208203134,236452.0940937495,0.0,241745.31511328128,187902.01941796852,457469.2181874994,
898,383.8604569868608,0.4942454545454546,1329588.0633164062,13329427.778910153,0.0,468974.6789042968,391317.94087988295,388200.1396992189,288312.57094921893,760962.1924511717,9250.195031005866,6980809.938097654,7115247.3813359365,6514963.543140627,
1609,506.3499728116122,1.1137575757575755,555645.1556611335,37279.40279199197,439955.74841406336,200376.94027636762,274273.24616796843,96510.3206884766,606842.1818789075,971275.9737138671,0.0,1172418.1659003885,660880.5710937502,1290319.0780937523,
899,218.64030685424805,6.00887,1124714.9414492173,2409220.316023441,211010.8588500971,1001021.283411134,7140.027675292975,0.0,23604.288333983983,723923.1898125014,0.0,2162773.794451185,1404334.763468747,688932.4585039073,
3228,265.67334123091257,0.27602272727272725,1078048.145703125,5299793.314367189,7289717.741843748,6321153.469804687,529073.8185761714,1836218.301144531,4318652.122887695,1104032.9332207025,0.0,4991566.394062501,5693255.853019531,5423756.352144531,
600,515.8113708496094,0.8644458333333334,1719811.214314452,148065.71865332042,1107098.527257812,853015.7729101564,747996.9261943353,368946.1867167974,1391526.6776582035,1539931.4603671862,2763.3251129150385,2456618.789083985,2801928.592095706,3331190.5763613293,
5178,608.447509765625,6.374622727272728,156655.5465097659,291913.68871679646,752763.2160976569,57456.644026367176,134832.34008251847,0.0,45877.26492553802,36122.874178710765,58004.06601660155,110623.16574658231,166443.55720458966,117844.24691308515,
3229,210.0760692249645,0.5894636363636364,629829.4130976555,3598274.7440761733,7034894.6982031185,2022651.8374765625,810361.9483398448,715306.1419360356,1007966.6100742192,1857857.8828945318,0.0,2380219.853554686,3046129.795810541,2825317.4807695337,
601,356.1923522949219,0.4702333333333334,1995162.7371093745,4480564.121992187,9659774.373445313,3950133.2818515617,692068.6689702149,1640338.486167969,3273367.7746406263,3745091.799134765,0.0,5747681.948449221,7511262.508890624,7221552.579054687,
602,511.2629699707031,1.6621924242424242,1210276.4934921905,275622.3303535148,1008698.1633056643,2169436.79422656,1081523.6495585912,181719.83719824225,1802433.9510546871,1053910.4934882813,0.0,1188524.6845234334,692276.7128818334,1542808.8672343725,
4437,425.7526467641194,1.8687763888888889,81607.82929296861,404448.29947070417,474013.3864882821,28531.279973144614,93095.68781933603,5961.020519531271,27880.39701806643,21149.427326660058,121085.83960253895,135662.4890756835,150007.0839121092,341644.78313086036,
5624,423.25807398015803,1.1382439393939394,1015064.94990039,164025.87006738244,1950941.6189716803,998146.9942480474,326871.0144045409,129747.63951953127,658453.1572060556,948264.5813554678,0.0,1771608.5326718763,614289.097272462,2048806.3282578182,
2201,715.3437555486506,2.1764606060606058,343157.4490468741,76915.57738378843,60488.20888061557,722556.9463828106,37341.20685351573,63283.464839843655,38370.5355168456,8626.834953369333,0.0,119275.2936677242,127916.9681884766,352241.65322656266,
1471,569.3152847290039,1.5757027777777777,599426.316821289,3475574.731454096,1912080.8525361319,339617.50044921826,236603.4646699223,56166.609196044934,89722.34730517582,54649.27915917974,197487.3054356687,1682682.268613283,926754.897455078,304791.3954687501,
8023,494.3240273215554,5.24592121212121,306984.0759589832,487303.4560458978,252685.5086220709,408167.83546288864,153298.45751123125,26546.48168652357,310305.13652050873,1401859.9876406228,0.0,622389.3529804692,459004.4185712897,421349.5177958972,
5625,388.18385314941406,1.387178787878788,293464.98621582077,55461.231498046705,1765632.927171874,286133.3855585937,116700.41276562524,148364.12698535167,107654.1845534669,549880.2556279293,0.0,532064.9222031244,228837.64487499985,862892.742110351,
2202,440.33845011393237,6.054531944444443,603141.1275957052,1159739.0386132866,2667838.066239263,355743.72884765436,484638.77724414115,32505.713636719247,157479.36004882902,440371.3567910173,298199.6950322273,691248.374096681,663088.9406181637,486440.710908201,
3232,616.4632746378579,4.476505555555557,1670927.7651562556,7466714.370796853,13578453.5125312,1061723.712306639,1589558.3160000031,169387.93256933568,748659.5956679683,714887.4006425755,1271631.587257813,2974937.382484372,2789470.003484374,2869434.4711328167,
1472,341.3043129660866,5.303531818181818,925778.9163164072,576506.2042851611,42247.080474609415,54958.087876465055,34317.167599609296,17388.816365234674,55886.2731928713,442020.62234179507,0.0,539552.7547958961,260234.12624169863,184859.7726611316,
1613,496.3397175181996,5.7288939393939415,765082.5777929667,1255703.3740468705,401130.3087236328,622268.9904101553,858170.4994150377,305064.7656909186,1263053.3340410131,3483149.7128984313,0.0,1925291.3489433618,1948758.859992184,1345448.7181982445,
1473,472.58215886896306,0.7314242424242425,646152.4773007806,448064.992359374,6378104.198208984,4418080.005558596,300918.7684960934,152006.27072070335,423312.8168300778,887673.1212246089,0.0,2025661.627343752,2342924.7448281245,2237166.14536719,
2203,722.5050888061522,5.159122222222223,923284.2715136718,784100.1864042991,844709.8148642578,723467.9173574223,862312.7634365256,482730.10275976564,794647.7521093736,820797.6705039069,887181.0117285167,891392.0774736331,736459.646236328,709990.3528417989,
604,320.181791825728,0.5743863636363636,2532183.823242189,8025929.010234367,23675833.46078125,7386996.658183595,1308962.6547968762,1486823.515771484,1700684.494679687,4007681.6115136696,0.0,7858694.401398435,9629771.87914062,8780547.485429697,
605,408.2476376620206,1.3107530303030304,2286234.9737714827,2044332.5454179684,1053656.6985439456,1339216.501142575,842099.2121562492,398527.3499599608,860671.3324931639,1651834.0925527322,0.0,4682088.010484375,1565263.2951855452,5389169.61015625,
1474,449.1980091441761,4.756196969696969,711441.2437753889,2602981.0555234486,311240.7425322259,655445.3772656284,875522.1064023408,172352.6990986331,1474349.3433242254,1574646.5332304658,0.0,3431384.3349765493,2083129.244417972,1173077.3804638693,
606,704.5154520670571,4.648372222222221,2412007.2863964792,7296903.748007788,14295123.87440236,1401013.3103124988,2279201.5216660267,278711.5983681637,1152263.430970701,1312934.3286718777,2247995.714710936,3368643.4021562464,3207583.818867178,3341219.58713867,
6987,418.57197723388674,1.1126983333333331,480161.9709023449,0.0,329164.06677734427,301401.06181250035,144589.07832275366,83511.16336816421,1028269.17792969,603007.2258281248,0.0,610983.224316404,479892.450342773,864937.1703359381,
1614,441.30728565562856,2.0399378787878786,570901.5644140631,8349.17319824225,58509.08688842781,175403.81372460802,41961.631228026985,14891.93003857426,2267.3757155761505,426867.69695508026,0.0,92553.57106884816,121848.47893261706,321488.34283203084,
1475,478.7627914428711,1.5363583333333333,488823.20615234255,2882120.303527337,0.0,23027.84192968748,281224.8901757816,61440.81442089832,22706.92402685557,446132.80809570296,0.0,2553829.3774296874,1255837.9808652364,2922336.366070312,
5627,1233.1716419566762,1.528428787878788,204190.1216054681,53156.122525390594,867652.2759726555,311604.3170253905,128134.17960742196,82314.91055517575,75547.21770019548,145225.19530957026,0.0,371953.73938476545,166843.8600664064,407005.82590624964,
1476,322.1487926136364,1.9536848484848484,671232.1427500009,2076.3171252441102,89681.84352148438,232323.76010644535,140507.72390527345,29213.28468066398,103684.62398437486,55566.144329589806,0.0,69084.72435375994,58982.461286132864,209600.5424511722,
608,552.2971718528054,5.579137878787879,2278437.94382422,7641898.762523446,1166176.3514707123,1782994.3257871075,1587151.744164056,632782.6987788103,2401858.454566409,4755274.860507808,0.0,7285172.143154304,4392058.624382795,4537006.152160162,
9239,374.7206454806858,1.0213277777777776,547522.9064638679,836075.1208310561,0.0,61465.22681640602,45651.18103637684,0.0,41845.26274218718,94141.94562646496,0.0,1726031.0103476571,1786474.038908203,1847639.3279453104,
609,342.68280029296875,0.6035954545454545,704727.6465605459,988486.8105976564,2811968.1362656243,4659124.927246094,381723.6878457033,531011.1863125004,285330.74710937537,539822.6684228518,0.0,1733794.1233398428,2335048.7380175767,1864124.7452617188,
610,689.4923782348633,6.416370833333333,2116249.480269544,2308200.9793398418,1120520.2233378924,719638.3098281258,279567.646253907,154706.7366718748,603176.9611904296,999803.5956621148,189702.71146679603,880925.4831718791,763840.0615546905,783319.459003914,
611,301.14121500651044,4.8791930555555565,3602466.4429257764,4372649.399484363,5786075.715847675,2570353.8830605517,3896659.6979609383,641433.9357656232,3748362.898828138,3993229.3227382894,4247379.897636719,5702252.044191427,3232932.246203132,3250231.0025351536,
5629,333.6822079745206,0.8900878787878789,2267241.347964844,757562.4501914058,1471920.1055820328,945622.0524785154,761520.3395351564,273339.6600556641,800154.5736015622,2534860.8057871102,0.0,4904398.080332029,6229865.285371092,6645601.882859368,
1616,341.25482871315694,1.2269363636363635,669573.6424179685,414169.81300000055,432497.3189379886,251617.82271582,133066.4529360351,179666.58974414077,294198.6468823238,1228401.2626171852,0.0,1667286.7390664048,515996.8946962892,1566238.704500001,
8027,388.2197404341264,0.7362530303030304,927985.4182495115,6328576.506835935,4093941.426825192,3260514.6035390636,268458.21085180674,103436.3701519776,306103.3298251955,1058000.3264121092,0.0,3333952.6946250014,3940994.6850820314,3838630.83021094,
1478,265.90317153930664,8.453156944444443,1032853.0979453112,440428.7528774403,959431.596835942,931548.1220937484,972700.7764638712,931856.2563085959,642456.4937868726,560480.1362460961,1020482.3796093748,735494.9492509834,600612.2970341746,669581.3787871044,
1479,319.13675204190343,4.86776212121212,898649.1743281218,1047793.5199218657,1944265.7149472637,1579440.5576855538,686153.3346152314,102309.10976782178,2539886.36492968,1780038.1079882828,0.0,1535813.991414061,1056242.008365236,820590.8022148438,
3238,492.3441536643288,5.677542424242424,489150.6032617186,4136362.5396406455,349013.6452963857,411159.85791211174,384830.2801020514,209734.98797900398,707677.0297729487,807149.8576777353,0.0,2298177.215464842,1725662.920830083,1381784.728529296,
4443,405.2137187610973,1.5589878787878788,272003.6455878905,527827.8127128896,529324.36074121,282833.01737207023,174147.42261914097,44335.65901293939,129893.33756835914,371706.094427734,0.0,957609.3239687498,423048.7452812497,1110772.0277070305,
5631,317.6881075772372,0.7202575757575759,310464.09405468736,525770.4262792957,981691.3223437492,1396458.009070314,173112.16235009787,115706.419506836,668912.4444746098,546559.9939296871,0.0,1217586.5815390623,1379069.5688789063,1459003.8227109388,
1619,820.5985463460288,5.271876388888888,1180805.8573007777,2799256.4573457013,4418338.119142573,635686.1347128891,742195.0932226565,235865.0107099607,534286.5626787129,482256.322408203,596966.4256523438,1212557.4341933585,961685.8048105474,1283364.220589841,
1480,490.4466247558594,5.995426388888888,1210059.4603242169,2181904.952140636,2509274.4248945387,1189344.0750107379,1359980.46370215,707148.2854267566,1008705.684512698,1124844.196767575,1122162.4421816424,1687454.6448437555,1508032.4946123038,1071637.6828144523,
8029,389.2897750854492,4.32934,48512.64940014613,41532.78202929732,3468.118553466795,201868.16566064348,0.0,118485.77636498945,34275.1073085941,561415.0008203104,0.0,314009.5977314452,332832.75791796646,482696.5017587875,
9243,299.1487159729004,1.9239388888888893,899598.7371874999,1167114.2021093757,27335.157156494184,374742.7981562503,158817.30231835958,533354.0594023438,277201.74418554694,464551.266976561,23586.38090136718,473550.40432031173,643470.3938125011,1606450.3121250009,
5188,601.3746210734048,4.020109722222221,202255.99569384663,293194.7441347672,852431.3751757855,175278.73927709972,165043.08453173944,23664.47851733431,159079.59721777248,203298.00675878784,250774.44215136845,271487.7169472648,257812.4397236332,380495.39768847905,
616,746.5634028116863,5.5773263888888875,2832323.6411054763,6765672.035750025,10147044.746671958,2247643.2182793,2496614.667597648,1191537.1799541058,1820351.3842558584,2012224.40245703,4665660.386210926,3157733.4358632863,2896783.7732968633,2326586.0511874985,
2213,434.2182159423828,1.6221818181818184,383034.4344023435,820051.77049219,63309.76488671872,205084.04460351585,403341.1108398444,49224.13331311049,69404.0570761717,180275.05522363266,0.0,1551817.2365000013,723504.9424863291,1837602.1604140648,
1481,522.2831848144531,4.327661666666667,876055.0739199191,259716.92054492192,318772.6359995117,565580.121386716,426339.5287265607,0.0,151179.28098095686,167953.18011669937,0.0,411965.31392431643,303219.25281347515,272703.2102143533,
