row ID,row m/z,row retention time,211126_PMA_MAPP_1_12_01.mzXML Peak area,211126_PMA_MAPP_1_12_02.mzXML Peak area,211126_PMA_MAPP_1_12_03.mzXML Peak area,211126_PMA_MAPP_1_12_04.mzXML Peak area,211126_PMA_MAPP_1_12_05.mzXML Peak area,211126_PMA_MAPP_1_12_06.mzXML Peak area,211126_PMA_MAPP_1_12_07.mzXML Peak area,211126_PMA_MAPP_1_12_08.mzXML Peak area,211126_PMA_MAPP_1_12_09.mzXML Peak area,211126_PMA_MAPP_1_12_QC_03.mzXML Peak area,211126_PMA_MAPP_1_12_QC_04.mzXML Peak area,211126_PMA_MAPP_1_12_QC_05.mzXML Peak area,Unnamed: 15
6750,478.7355751037597,1.5328766666666669,208971.50838574176,0.0,696208.8994697261,804671.9947050784,268911.76094335964,174565.5173134762,390492.7690615241,720478.6456259763,0.0,539254.9555097657,240743.4691816405,679240.4162324215,
1355,527.4020233154297,7.034086111111112,919592.9704990224,2592820.0356172,1295112.6744882795,685414.9011757816,689593.7151015624,359820.2927578103,728672.9994726547,1162190.8974209002,366587.5144570307,1300402.1011738249,927288.9638691351,721740.7654648366,
3151,336.31050745646166,5.38075,4745375.011456053,9942062.927273447,9754338.551591808,2611092.7219921853,4149703.352667979,1500588.3602651414,2118337.879417966,3665678.1035771486,3973810.3759697257,5152907.040683591,2520880.9881054726,3822299.050453121,
1356,404.31170399983716,5.566402777777778,856591.5842578114,1953080.9995742238,3342186.129878917,606262.6597207035,691641.0084374989,235702.16605883915,396281.5141816414,539457.8661533176,582343.9749082017,826879.6217890616,424391.0441621069,686340.716966795,
1357,816.6413319905598,7.103922222222222,1079598.6248574196,1958935.8847509762,1509822.7020663985,1453443.1224335881,1478515.1570937538,1135181.0415000021,1306432.9757959018,1566572.83092382,1425854.4306386744,1734606.0067910159,1555010.6778154292,1015600.9128808628,
1505,419.7431945800781,1.2308575757575757,616094.4653574214,30924.513854492467,208604.0866943361,98867.40616357417,77705.26072705067,210939.96414721687,296567.3451132806,1758934.96857617,0.0,1241510.512978513,419015.2416752933,1663300.6643613288,
758,566.6129705255681,1.2639484848484852,1679166.9968505888,225007.4703359374,735517.6661132813,464220.7298906253,136508.62107910152,317785.9873457036,213244.69592968764,2149658.8989121118,0.0,3123777.038019528,832974.7515371095,3430283.560980465,
1358,385.2395616011186,1.0947348484848485,883930.3815722669,861614.3562675783,263648.9444492188,283477.2099790037,120004.54921972641,108529.25510668928,262283.8017480472,785592.6259218751,0.0,2786102.9426367176,2724583.6311835917,3160717.1481601563,
3153,335.22266260782885,1.6521236111111113,390273.14533203153,4738551.625703119,3763882.184414063,456944.10667382885,491858.53922265634,59211.02036401355,425643.9446665037,139397.04685937468,1264314.6173847648,3100807.082560542,1462869.1757656243,3838895.2685331968,
1359,510.3553276062012,5.109845833333334,1030345.023359373,2042724.047609371,1062732.707876951,700322.2348984394,2386955.711851582,290015.2127280273,2875782.6707265708,3481538.3299140693,15469.940325439673,3201695.9703906258,2154906.5517158187,2097952.888605468,
7950,619.2849232066761,4.409889393939394,455851.3671201158,487148.58258203295,329487.2957099599,551632.949992189,284894.8777714855,58972.724252929765,249678.38817480614,1270756.1309375023,0.0,502030.3755605468,514498.1694418926,651782.066371094,
4951,564.4235254923502,6.406045833333333,194327.49523437515,253665.74345898165,840035.2522500005,103405.63588671779,197257.97572802808,7678.275700683753,56600.07052587869,94825.04304199312,113435.27516552735,112206.55878418185,156093.67180078255,165235.0096748071,
5551,385.1791850498743,1.8343761904761904,0.0,0.0,3934967.7848125,2894.6945026855183,2617.451051025386,3065.976413085973,0.0,0.0,30922.909493652383,0.0,13063.651734130885,11671.45486669928,
2106,430.32957204182935,6.358669444444443,450164.51890625077,2069287.052856441,549305.2815097665,706267.1469218776,647455.5394375038,112094.05931054671,518135.64807519404,724427.0041171873,117406.75752050725,1506780.4879023426,867103.6494589867,815142.3741230444,
1507,236.678203235973,1.2325242424242424,1148250.6455781253,1630478.0725820325,822120.1629306645,581009.1138735344,391885.2608068846,223951.78652404796,348261.1991123041,1546966.732214844,0.0,3799314.4174062507,1021619.7263632814,4244425.334703123,
760,463.34300370649856,4.977301515151517,2275318.0113788997,5776019.7755234325,678207.0579257825,1310987.4730214793,15215589.968466805,1656344.6079560553,2055717.7361191397,3957901.03329689,0.0,5376993.29472653,5447733.068089816,4807704.309554686,
1361,400.4148953755696,5.971725,1110333.7351210923,891653.6300205039,1153214.9477695308,1029615.8887167969,1181717.7134687516,1011912.8417089805,1003516.2116464896,1041779.8305400374,1022725.4668378964,1236985.9732578115,1228192.1877373045,866196.7725918001,
761,236.08866691589355,3.8466458333333335,1506454.881978521,447785.2996074234,203167.31786352574,1972593.1016953057,4015982.7612460963,310132.4727001957,4732693.7799804825,1273505.087183595,31027.549384765465,2876975.1336406227,2302353.579425781,2878737.585954105,
6752,325.18670654296875,1.2630378787878789,901536.6127617193,240695.88468652344,107374.71388574217,900357.7593046878,308722.64764257794,50763.380090881445,340744.64299121115,71732.80383496112,0.0,641301.987624999,201891.77414843766,746747.4396015615,
762,594.4942220052084,6.745229166666667,897659.2400449279,5677241.4880781425,1636302.7865566404,429052.48214648507,327538.55289550853,151490.0827641601,470933.0448398412,850696.4686621147,228595.3085917963,2430306.358855466,1339786.1645273373,1014526.6246132872,
763,349.2951316833496,4.994363888888889,2214538.3511933517,5558463.450226553,8494820.503703147,1135148.6894726555,1834742.370234373,205100.41215014586,1032855.6192910172,1131866.4103496168,1738603.3826542988,2617164.4063437367,2483192.56892773,2270876.260865224,
7951,353.23042583465576,3.659733333333333,0.0,0.0,30507.79882495107,5181.050899414124,44884.40800170918,0.0,0.0,940201.0133837912,14603.723663085962,69094.28058227546,92969.49362744162,157117.44094238247,
3155,284.098501032049,0.3628939393939394,1927619.7733945316,5152618.002078126,21373878.112078115,14603409.634750005,4597100.9241718715,1864295.6255429687,2735109.670749999,1597315.4057656259,0.0,8392425.958523437,9313780.61146875,9473487.868453125,
2108,920.6880035400392,6.5660375,464994.4436992181,1391761.0173124976,343166.48198047193,219120.83618945163,209060.8693564458,109380.8522172844,203630.42159863468,236161.2013447282,140914.67152343708,536795.6518339852,395676.4668789057,359285.34066601604,
764,412.2001715766059,3.7726092592592586,1684795.5970546931,225595.9794492189,1396909.6198212893,0.0,97918.40715869113,0.0,7351.419800292919,959673.264376953,0.0,542154.3073046883,471579.53817578155,593261.2310693343,
1364,522.5974349975586,6.844059722222222,694197.8196347669,863048.0263457043,784398.7013476512,856820.553265625,839807.1174179721,687286.7433164095,829131.9408798836,870251.7065371088,813908.8490478514,860921.8797812465,804743.1070820334,557633.9251337906,
765,453.1663790616122,3.6211242424242425,1561163.0969023432,496342.3331132803,36304.17571923837,1159674.2676035126,1679789.5675312425,480923.45938769577,2364470.0937929726,800867.0613964803,0.0,1079858.5576162112,1122809.0020087878,2044163.23864454,
7952,328.3211579756304,4.550137878787878,61517.513408690465,121445.34612793005,111024.13872119207,110361.12745117137,85891.3085244143,25778.18123120136,155282.94755078052,1041449.1263359408,0.0,283314.4619638667,277629.6930791006,255388.69324267696,
1365,637.2666709206321,4.8686257575757566,1154188.6407539034,1186153.166660151,2455459.0986933573,1727778.2259023506,743822.4625820273,95659.99980029267,2700721.849324217,2047005.96862695,0.0,1777699.2477187472,1211827.7621679674,1109512.5953437495,
1366,480.42582321166987,6.717269444444443,1066305.03381641,4088322.509320329,1286395.5711835993,777802.4775742169,834306.4737978504,718554.7982480469,823818.8285625067,981868.2162714794,683713.700631835,1934029.4007421755,1478597.6303867204,1055490.9940273492,
766,268.63676036487925,4.912931818181818,1552711.8192890682,5026078.382316403,639708.8495742112,1756527.7186386713,1169413.2644560542,38233.397613770154,1313172.7602480478,1976797.7688417917,0.0,5197419.579359381,3355483.9681093963,2494321.35007032,
2109,595.2725280761719,2.6404466666666666,420247.076125001,22810.49972436514,97175.97386425723,10645.359070312614,135005.51223486316,0.0,15607.389719726509,593870.4379316404,0.0,90534.812044189,105824.6760668942,333252.8757109368,
767,250.68135209517047,1.3302409090909093,1413866.2495976563,460935.61700195295,749475.2180478526,460770.8692399906,317691.3563193361,405727.78679150366,559206.4638339846,3650687.359921877,0.0,2756962.2742343717,1043486.545233398,3438044.0420742193,
7953,273.2059834798177,6.1810583333333335,27785.085460205308,14043.574195312494,17670.612828857684,9541.35574267553,30278.2518217772,28111.11770605501,27027.72769384748,997895.422015622,31850.511226318446,188412.74501757915,218731.20650585915,186919.83407299788,
6754,271.22656631469727,2.9169625000000003,382308.0755791022,521575.6992543954,857122.8082929684,1348951.3281289076,2038339.581634769,89758.95380444356,789636.9257031244,1254381.6701093758,50681.19269165048,882894.2009848636,985556.0775927713,1441218.9503701162,
768,475.3168279474432,5.8173318181818185,1577916.792666982,3190619.982188486,898877.8058847641,1240404.366785158,501963.2644072278,81898.80310791034,1429712.0397294946,8439.438021972695,0.0,2062190.841973649,1356368.9870761717,963971.5804746114,
1512,936.5679168701172,4.876351388888889,1190480.0859052741,1199782.2416523336,1457911.7945751918,1217628.3271308588,1259061.1995253912,618850.809074217,1102222.074521483,1184644.5762949216,1159932.7742519528,1468856.0025625022,1212698.0914394518,1350884.3895195306,
7954,444.3435821533203,5.202315277777777,311499.2184624037,89192.51702734393,145016.7148544911,325488.4296748029,134570.00644629027,186398.66658203048,111459.6443569331,1071519.701830074,11605.094360839998,368116.5107065428,317414.2747734372,324090.56087353337,
770,744.5531272888184,8.432920833333332,1119275.945757827,750364.018226102,875134.361574218,21369807.11502291,783208.7470898499,4557575.461154298,699862.3540337009,731372.3850468899,2953603.580801825,483626.81980615656,293760.6951015466,14624509.867659954,
1513,407.29081115722664,4.4671666666666665,686940.2761757855,0.0,0.0,0.0,0.0,0.0,0.0,352918.2094062533,0.0,172934.00253125024,133086.31955468713,117473.15164257832,
6907,377.26826985677076,5.164833333333333,52092.699684081796,49414.796713867596,49690.406193359435,391957.9764921903,15364.699006835828,35213.86690087871,15165.86002929652,85870.04078369135,15726.722261962646,103237.60965722565,96386.94613476527,61144.387000976276,
2112,520.5090110085227,8.191406060606061,594465.479171871,5013666.442044924,1157343.9066054758,1164511.404574215,1040229.0005634764,367009.33462793095,864867.2528320274,1261310.5147870972,0.0,2906646.2251992477,1998662.213909176,2146912.833835912,
3158,392.28765424092614,6.847229166666667,901678.2989511548,589736.4468437507,611352.9326757846,478460.6072832013,487075.1385332032,1300450.0177773626,772128.0305546944,494333.2883671872,492832.8455488279,525806.6969082034,1576649.839781255,332276.6116132802,
1369,640.3535247802735,3.7534866666666655,752486.4180166052,29890.687156249867,37068.76007617203,913126.9541435556,41927.543263671636,3965.2170874024328,71225.91160595723,0.0,0.0,252493.0311337899,214373.10072119246,213135.96003662128,
1514,597.7659745649858,2.046125757575758,698426.4229394549,361192.395052734,54602.45283227571,146920.28839257787,170889.73066406214,70332.61250756809,49084.265805053656,152198.94723437526,0.0,182627.91080957092,222005.05968750003,797593.8080029289,
5557,307.1651611328125,1.505966666666667,0.0,0.0,2101939.849238281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
772,519.2567804509944,1.3945060606060606,1177530.376652345,579821.1393447258,2130398.9894843725,1964161.7435507788,828491.2643720709,359687.4035351559,487993.56669726456,1913129.4947832024,0.0,2210332.1557206963,983537.6362685545,2632596.0003281245,
7956,408.2723269992405,5.302453703703703,155011.47339013804,12416.013377929525,0.0,63527.081058105934,7708.708635742374,58242.8893308112,0.0,916066.413370108,0.0,228521.4511826173,120215.91945214786,170969.83873779365,
2113,770.5997695922853,6.687479166666668,371120.5936738292,1938020.7362187444,462403.80418945116,96990.10289062458,100063.1181826175,22996.316182617466,128165.36940966804,198678.88289941353,7602.274585936958,614647.7071796879,430297.1959580077,264098.75686621154,
3159,416.2616493918679,0.5124424242424243,1128334.5235117192,7100114.296507814,4998089.630656254,3538493.163042968,302982.2472490236,417706.75602392585,978741.5936621092,1140917.779204102,0.0,3477819.5754531235,3815961.122124999,3901809.3250859394,
1515,405.7164367675781,0.7637033333333334,676275.2189374997,5057669.539912112,0.0,120638.05510156284,200935.2091384278,78711.8705539551,110818.79375292966,453422.7282255862,0.0,3122691.1748906267,3380348.383398437,3115592.0390195306,
773,777.3990312056108,1.1810469696969697,1549849.1711093737,87664.4669799808,326670.8044853517,937014.8348769523,603456.5333437496,138630.67329077134,1133099.6566250005,393065.7407470705,0.0,2553423.227671875,658245.5667148441,2365692.854210934,
1370,457.7608201768663,1.437590740740741,822452.5195390614,79645.52854589823,0.0,1035590.9115664071,164556.05834082034,97527.08390307619,0.0,63443.0754848633,0.0,677168.0499804686,153691.3473173825,551709.6248203143,
775,637.4685694376627,6.969295833333334,1450609.866078131,2566315.0323046874,1532567.0124804722,881200.7533847677,933658.6360820286,642553.2637539064,994937.173064452,1740152.439437506,716095.9201591859,1840747.6264218763,1238290.8131562509,921129.1129003954,
7957,318.12906161221593,4.415415151515151,375008.38148535095,324840.8463085943,220240.80000293054,407487.0368789064,249657.77285937557,46972.75325292959,170673.25817627044,1017761.2909140644,0.0,363480.8535507815,372601.51712402154,361985.4073447279,
3160,346.1975125399503,0.6313136363636364,1729300.5224921866,6872493.179351565,2094006.102310547,2479871.6346757803,1371255.7496249995,401457.85124145495,636893.411962891,1657818.6807060537,0.0,5011486.105246097,5964260.2020722665,5263408.712683593,
5558,763.1700605912642,2.5584333333333333,654493.1382822274,42895.674414306566,2676877.950071284,961573.8279218744,704245.0385290531,336800.39217773423,386495.67252539046,503618.79962402344,0.0,264730.8959921871,286056.3290571285,663346.6217636719,
1371,361.6941028941761,0.6976318181818181,660161.3835878915,453802.04457812436,757304.9867539052,475029.1746738277,1346280.9976035177,115024.45313037113,234527.4337333986,334693.27686035127,0.0,1794745.2774492197,2108200.7179609383,2126129.3803828126,
1517,421.2082015991211,1.956675,663889.2848906261,0.0,31852.556404785177,233590.76171679705,158583.17975048866,13141.000767700149,122333.4465605468,9424.90536425772,0.0,40401.390457275564,38740.281314697386,124148.11743457045,
6308,329.1894226074219,1.4819416666666665,95408.36732324223,0.0,271784.03657031263,171559.7169072261,16911.284718261646,209949.65486132813,284866.6766025393,86556.91592285171,0.0,87959.37996484352,46945.83771093778,169018.50752539036,
1372,457.1986555619673,0.8841242424242424,776244.4158554687,35561.931803710955,222868.23326855496,135336.04175244152,79769.92530322267,351912.7679980465,248923.1227563476,2755111.9404062503,0.0,2805429.947988278,3383075.7030898468,3720439.2281523407,
777,638.3301863236861,4.309924242424242,1685795.4451855475,1042055.2121249995,567934.3921679702,846806.5614619151,331176.9734316393,249473.54901611558,264267.1987219252,858222.0800458981,0.0,1020115.9241513631,716599.2573378864,898354.5467499996,
4362,542.3217676336116,4.522187878787879,661167.290325194,565601.5582695308,177548.08280468767,470299.2279355462,1921336.571013665,86469.46276953079,1233473.6730000009,1043781.8516445357,0.0,861356.5176874964,611047.8974443362,725274.71811719,
3161,320.5032043457031,1.0089816666666669,4106331.255207036,4739496.043470708,0.0,553291.884396484,798920.4591079106,326298.08087402384,375717.6101662599,1826140.6817793,0.0,12815533.247046873,13071751.693281252,14022496.562554695,
7958,635.25082952326,4.4118772727272715,338724.10644042725,305798.0888789084,264149.2902812497,388163.21004101756,235585.63149023495,47734.436776367234,194070.02415234517,1019595.5336367196,0.0,348999.67479687603,346532.63997851533,433695.2846679704,
2115,451.36308670043945,5.343011111111111,664048.6131445321,1504546.62210548,2173248.9826718667,416068.5078916007,587019.689566407,199777.61678857496,338747.816257323,382217.4015537109,579663.8718173817,593070.4281201161,566102.5097666025,502720.7608896492,
1519,656.8302861993963,1.8375893939393932,699311.7606992185,72041.72205615227,206827.11447851578,48303.31827148451,58286.49898022446,223809.01245312477,169283.9019189454,2580134.42391504,0.0,365490.4387539061,512552.5324082029,1991702.9748710904,
778,251.16120688120526,0.6927861111111112,1363423.5105273435,1317292.1521328122,3966839.2650234313,1460802.6983867176,138620.35618554693,321342.3716788329,426700.722555176,2288715.190222653,17768.657012695316,3271497.598011718,3996077.4023906207,3945667.985992193,
6912,469.3433278401692,6.148847222222222,447593.65443456935,966386.8483437558,228567.3104750983,479000.0729570317,123524.6784296874,42558.68717187475,223013.02134374887,78111.14280615287,4752.12065039053,657899.9798476555,368300.8747519559,337816.436179688,
2116,503.35514322916674,5.014444444444446,537442.0685546861,1619186.4600097684,2925559.760125007,298623.87370507803,410294.8269453129,38789.386511474935,269178.1372373057,289724.27164648514,370745.0223759767,657178.4177460932,698543.8010371114,663863.8720273396,
779,313.1551729838054,1.5355444444444444,1571495.0296562482,1381248.59677734,1908591.6524667968,1670548.108191406,1394622.5396582035,498572.0787539055,1353782.3359296878,2391050.7403398426,33725.555527709985,4116488.874228517,2304495.843453126,4818499.117992184,
5560,355.2640502929688,3.3518866666666667,59316.63405932599,14263.273226562544,2541880.555873044,26520.39806835934,346381.32784960826,0.0,3478.922726562437,17910.51928955062,0.0,57524.50981665035,75829.48315502907,62579.58141894544,
9312,445.3135884602864,4.457705555555556,528584.5428916019,2569686.4297500025,4249075.705828117,329667.5140947262,507549.0353125012,28974.756429199322,234631.16413378855,254103.4306132811,372819.3917812498,876200.4561445311,880343.9580976559,1211762.6969667966,
1522,1102.6494384765624,6.440018333333333,905855.1888427729,4032610.1229199194,789275.744398435,1134812.17614454,282130.91247070284,26614.39961816373,853572.8514218752,0.0,0.0,2127561.607047855,1101322.2458466787,987844.2546679722,
1374,523.7635192871094,2.1602,790478.0247343738,0.0,79175.82271411146,102741.34066235328,3509.6953364256683,34615.47355676255,0.0,0.0,0.0,41941.203303222435,47146.52677880864,129622.58119775355,
3164,241.9994703928629,0.2442069444444445,522534.8044687494,1641498.828699218,2983289.0581796886,1414567.2694941396,209144.743861328,422870.71319531155,1620017.2052812525,694093.8103046892,6455.898862304673,1701224.707589844,1771212.468605469,1602586.1669375002,
780,426.2158584594727,3.828285185185185,1632166.7722363283,133438.17672290074,1575283.9714355487,0.0,40408.924862793065,0.0,0.0,229039.3253916023,8422.871708007771,281684.43722265854,277909.4271489257,459940.1011289069,
781,501.29674738103694,5.406154545454546,957276.4966425763,4723608.69076564,426997.2990839842,726983.9515937566,594635.0501718723,101324.62278417891,1488311.360291014,7322418.003876,0.0,4995656.3031347385,2352384.7912070323,3036281.595376946,
1375,708.4649181365967,2.232325,807376.4373007816,161367.61981347707,2449.2335903320372,10675.73929052735,0.0,0.0,0.0,82935.03116308621,0.0,125096.10056543,143577.07212695273,222687.5120615234,
3165,602.4110298156737,3.6943055555555553,398197.61964477424,4983544.152374977,2208146.3180791014,119799.54289111285,318180.5242499992,6224.859313476582,172288.55995312464,133796.129084961,167981.682963867,2600492.605601559,2696432.325455077,3524703.4795771423,
6764,269.21081161499023,3.0704722222222234,352629.41124780284,768210.9560996095,666713.6384511716,1568532.9086777328,810164.6058994146,131067.19674780268,493928.9760507817,871602.3789218755,55475.66120849599,733391.0737856445,578001.8339780278,1123763.4234775407,
6914,411.3257682106712,3.7209393939393935,210556.01810449196,116659.76759936546,186327.758423828,397775.76202343655,111656.07089062512,21779.909495117223,27037.01606225592,476159.019294922,0.0,220666.00693017693,230664.06068847695,218204.83162890645,
1524,488.8965121182528,1.569209090909091,872437.9099648441,106105.07623779296,27663.97049218731,970102.1921718752,489659.82192773477,77066.00246545399,212488.49990429677,43828.544136230514,0.0,1582882.2146562468,555076.2069707032,1513775.6266582038,
9313,332.19685086337,2.0230393939393942,131585.167104004,770129.3721484378,14065.230277343853,35714.483692505004,22730.552838256837,0.0,58970.555395019524,178257.53763427734,2261.127984619097,363211.0233789063,437575.6617207024,1390542.1411191416,
5115,656.4005228678385,3.966201388888889,414024.18405468744,284082.437503906,639185.325342775,346826.9188144527,523140.2716103536,170984.24698730538,337277.28088867327,465351.1141318361,497923.06033496064,455365.005765624,313852.6633212893,563435.1111220712,
782,410.22906216708094,0.6772893939393939,1109750.5438789076,312102.6243203128,102544.91264843784,118425.00696484438,70298.93002587873,132690.8432525634,376298.9503442385,62636.240200195476,0.0,1386989.389146485,1292171.1469492188,1480864.49519922,
6765,452.2763913472492,4.295158333333334,1581865.8334238315,5074263.496988258,211659.1109453139,1098336.063250005,914232.0689218728,81607.35001867703,408660.32664990495,1257466.2639912104,40865.16493627976,3996693.1481289086,2948675.7475038962,3091005.445427738,
7962,480.3450234153054,4.4597227272727284,64702.30876171908,48090.29916699125,26152.814100586074,92266.37332324267,95201.52919677773,318699.53522216924,192207.97764550737,922698.2977773492,0.0,213522.79897998122,181428.05086914086,173200.24933105634,
9314,660.372655695135,1.804734848484848,201183.19724707023,233960.96777587954,79123.98954833983,90235.33017333962,138292.02702880878,52330.309737304684,211531.92505468766,364063.88604296814,0.0,139212.66351416032,178269.31439648435,582661.1089267582,
5564,243.50594850019974,0.6739136363636363,196569.99546484376,45440.32909179682,2085352.7881718727,2227974.118992186,214077.98140234363,92718.82289086912,1031246.7731113277,152596.23519531253,0.0,819227.8729179675,988016.1500117182,1136685.5173613292,
784,336.3108367919922,4.5924305555555565,1634743.9041855603,6188063.98719334,8144729.099124951,1291388.333095701,1350399.930910155,337971.45387158263,1141407.7486708951,854589.831914061,687053.5832812544,1996196.4584531127,2959749.598324232,2270148.7486415845,
6766,252.23200503262606,5.234362121212121,312580.57319653186,184563.34402197192,165242.3915185549,930750.1975839831,478747.99336132774,874457.4355800755,383988.6183603517,1408014.0918085952,0.0,717644.4713457057,659979.3273466799,578137.0264238308,
