id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
1090_mapp_batch_00010_sirius_662	C15H29N3O4	[M + H]+	Amino acids and Peptides	0.9998161196708679	Small peptides	0.9999462366104126	Tripeptides	0.9297159910202026	Oligopeptides	0.7724407911300659	Peptides	0.9996832609176636	Amino acids, peptides, and analogues	0.9999997615814209	Carboxylic acids and derivatives	0.9999995231628418	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Alanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
69_mapp_batch_00010_sirius_764	C20H30ClN3O4	[M + H]+	Amino acids and Peptides	0.7375974059104919	Small peptides	0.3652048707008362	Tripeptides	0.0315299928188324	N-acyl-alpha amino acids and derivatives	0.7279938459396362	Amino acids and derivatives	0.9124306440353394	Amino acids, peptides, and analogues	0.9287456274032593	Carboxylic acids and derivatives	0.9985822439193726	Organic acids and derivatives	0.9997990727424622	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Alkyl chlorides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
749_mapp_batch_00010_sirius_9231	C20H31N3O5	[M + H]+	Amino acids and Peptides	0.999626874923706	Small peptides	0.9988573789596558	Tripeptides	0.8006269931793213	Oligopeptides	0.5603774189949036	Peptides	0.9997312426567078	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	1.0	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Dipeptides; Oligopeptides; Chemical entities
512_mapp_batch_00010_sirius_4406	C21H42O4	[M + H]+	Fatty acids	0.9932423233985901	Glycerolipids	0.9890021085739136	Monoacylglycerols	0.9691556096076965	1-monoacylglycerols	0.9999359846115112	Monoacylglycerols	0.9971068501472473	Monoradylglycerols	0.9962549209594727	Glycerolipids	0.9969135522842407	Lipids and lipid-like molecules	0.9995094537734985	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1736_mapp_batch_00010_sirius_3040	C42H82NO8P	[M + H]+	Fatty acids	0.9999029636383057	Glycerophospholipids	0.9998784065246582	Glycerophosphocholines	0.9984455704689026	Phosphatidylcholines	0.9863344430923462	Phosphatidylcholines	0.9863344430923462	Glycerophosphocholines	0.9994136095046997	Glycerophospholipids	0.9996368885040283	Lipids and lipid-like molecules	0.9999693632125854	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
206_mapp_batch_00010_sirius_3169	C19H34O4	[M + Na]+	Fatty acids	0.9425953030586243	Fatty acyls	0.886182427406311	Fatty alcohols	0.5710946917533875	Fatty Acyls	0.8262702822685242					Fatty Acyls	0.8262702822685242	Lipids and lipid-like molecules	0.9405903220176697	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
648_mapp_batch_00010_sirius_3216	C12H16N2O4	[M + H]+	Amino acids and Peptides	0.9997031092643738	Small peptides	0.9999716281890869	Dipeptides	0.9991554021835327	Dipeptides	0.9996308088302612	Peptides	0.9997420907020569	Amino acids, peptides, and analogues	0.9999970197677612	Carboxylic acids and derivatives	0.9999983310699463	Organic acids and derivatives	0.9999998807907104	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Phenylpropanoic acids; Organic oxides; Hydrocarbon derivatives; Amino acids; Alanine and derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Dipeptides; Chemical entities
1192_mapp_batch_00010_sirius_676	C19H39N5O6	[M + Na]+	Amino acids and Peptides	0.9994264841079712	Small peptides	0.9987475872039795	Tripeptides	0.9461785554885864	Oligopeptides	0.9918640851974487	Peptides	0.9999997615814209	Amino acids, peptides, and analogues	0.9999988079071045	Carboxylic acids and derivatives	0.9999984502792358	Organic acids and derivatives	0.9999994039535522	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Glutamine and derivatives; Leucine and derivatives; Isoleucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities
920_mapp_batch_00010_sirius_632	C25H47NO4	[M + H]+	Fatty acids	0.9999212026596069	Fatty esters	0.9990825653076172	Fatty acyl carnitines	0.9654884934425354	Acyl carnitines	0.5440329909324646	Acyl carnitines	0.5440329909324646	Fatty acid esters	0.9994658827781677	Fatty Acyls	0.9997941851615906	Lipids and lipid-like molecules	0.9990912675857544	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
546_mapp_batch_00010_sirius_7999	C10H22N2O4	[M + Na]+	Amino acids and Peptides	0.9955981373786926	Small peptides	0.9958874583244324	Dipeptides	0.9392293691635132	N-carbamoyl-alpha amino acids	0.9595243334770203	Amino acids and derivatives	0.9900774955749512	Amino acids, peptides, and analogues	0.9886476397514343	Carboxylic acids and derivatives	0.9999738931655884	Organic acids and derivatives	0.9999998807907104	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Organic carbonic acids and derivatives; Ureas; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; N-carbamoyl-alpha amino acids and derivatives; Carbonyl compounds; N-carbamoyl-alpha amino acids; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
173_mapp_batch_00010_sirius_782	C20H31N3O6	[M + H]+	Amino acids and Peptides	0.9996981620788574	Small peptides	0.9995396137237549	Tripeptides	0.9832461476325989	Oligopeptides	0.960075318813324	Peptides	0.9983174800872803	Amino acids, peptides, and analogues	0.9999995231628418	Carboxylic acids and derivatives	0.999998927116394	Organic acids and derivatives	0.9999998807907104	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Tyrosine and derivatives; Phenylalanine and derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities
1635_mapp_batch_00010_sirius_1307	C18H37NO	[M + H]+	Fatty acids	0.791633665561676	Fatty amides	0.8269578218460083	Primary amides	0.3310681879520416	Lipids and lipid-like molecules	0.6506013870239258							Lipids and lipid-like molecules	0.6506013870239258	Organic compounds; Lipids and lipid-like molecules; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
581_mapp_batch_00010_sirius_9357	C36H60N4O5	[M + Na]+	Amino acids and Peptides	0.9014793634414673	Oligopeptides	0.9062144756317139	Cyclic peptides	0.8281006217002869	Peptides	0.8065910339355469	Peptides	0.8065910339355469	Amino acids, peptides, and analogues	0.999549925327301	Carboxylic acids and derivatives	0.9998846054077148	Organic acids and derivatives	0.9999192953109741	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
273_mapp_batch_00010_sirius_799	C22H32N8O5	[M + H]+	Amino acids and Peptides	0.999477207660675	Small peptides	0.9982532858848572	Tripeptides	0.9535887837409973	Oligopeptides	0.9980431795120239	Peptides	0.9999988079071045	Amino acids, peptides, and analogues	1.0	Carboxylic acids and derivatives	0.9999998807907104	Organic acids and derivatives	0.9999986886978149	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Pyrrolidinecarboxamides; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Glutamine and derivatives; Tyrosine and derivatives; Phenylalanine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Oligopeptides; Chemical entities
1566_mapp_batch_00010_sirius_5403	C10H12N6	[M + H]+	Alkaloids	0.9985962510108948	Nicotinic acid alkaloids	0.7305998206138611	Pyridine alkaloids	0.6838043332099915	Aminopyrimidines and derivatives	0.6629638075828552	Aminopyrimidines and derivatives	0.6629638075828552	Pyrimidines and pyrimidine derivatives	0.8578011393547058	Diazines	0.7684160470962524	Organoheterocyclic compounds	0.9999663829803467	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Pyrazoles; Organonitrogen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Amines; Secondary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
1395_mapp_batch_00010_sirius_1696	C57H81N5O10	[M + H]+	Amino acids and Peptides	0.9022258520126343	Oligopeptides	0.8990603685379028	Cyclic peptides	0.3147580027580261	Cyclic depsipeptides	0.5115209817886353	Cyclic depsipeptides	0.5115209817886353	Depsipeptides	0.6367942690849304	Peptidomimetics	0.7437872290611267	Organic acids and derivatives	0.9975737929344177	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Ketones; Lactams; Pyrrolidines; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
